title,city,locality,bhk,areaSqft,floor,totalFloors,ageYears,furnishedStatus,facing,propertyType,listingType,price,verified,hot,sellerName,sellerPhone
"Cozy 1BHK Studio in Shyam Nagar","Jaipur","Shyam Nagar","1","1142","15","16","25","Unfurnished","East","Studio","Buy","2943966","true","","Rajesh Kumar","+91-9432109876"
"Spacious 3BHK Builder Floor in Malviya Nagar","Jaipur","Malviya Nagar","3","1727","11","13","4","Furnished","South","Builder Floor","Rent","28233","","","Priya Singh","+91-9765432109"
"Spacious 3BHK Studio in Ajmer Road","Jaipur","Ajmer Road","3","1446","11","15","16","Furnished","South","Studio","Buy","5291576","","","Amit Patel","+91-9654321098"
"Luxurious 4BHK Independent House in Sanganer","Jaipur","Sanganer","4","1584","","7","13","Furnished","North-East","Independent House","Buy","5183937","","true","Amit Patel","+91-9654321098"
"Cozy 1BHK Apartment in Tonk Road","Jaipur","Tonk Road","1","1032","8","12","24","Semi-Furnished","North-East","Apartment","Buy","3419905","true","","Amit Patel","+91-9654321098"
"Luxurious 4BHK Independent House in Nirman Nagar","Jaipur","Nirman Nagar","4","2046","4","12","","Furnished","West","Independent House","Buy","9116700","","","Amit Patel","+91-9654321098"
"Spacious 3BHK Apartment in Tonk Road","Jaipur","Tonk Road","3","1270","14","17","23","Unfurnished","West","Apartment","Rent","21766","true","","Amit Patel","+91-9654321098"
"Spacious 2BHK Independent House in Nirman Nagar","Jaipur","Nirman Nagar","2","806","12","13","2","Furnished","South","Independent House","Buy","3827947","","true","Sunita Verma","+91-9543210987"
"Spacious 3BHK Independent House in Bani Park","Jaipur","Bani Park","3","939","9","17","2","Unfurnished","East","Independent House","Buy","4978268","true","","Sunita Verma","+91-9543210987"
"Luxurious 4BHK Apartment in Vaishali Nagar","Jaipur","Vaishali Nagar","4","2151","8","14","2","Unfurnished","South-East","Apartment","Buy","9713617","true","","Sunita Verma","+91-9543210987"
"Spacious 2BHK Independent House in Shyam Nagar","Jaipur","Shyam Nagar","2","1088","9","16","24","Semi-Furnished","North-East","Independent House","Buy","2888622","","","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Builder Floor in Sikar Road","Jaipur","Sikar Road","3","1517","14","29","19","Unfurnished","East","Builder Floor","Buy","4161955","true","","Rajesh Kumar","+91-9432109876"
"Spacious 2BHK Villa in Sanganer","Jaipur","Sanganer","2","1067","6","7","22","Unfurnished","South-East","Villa","Rent","10506","","","Rajesh Kumar","+91-9432109876"
"Cozy 1BHK Builder Floor in Vaishali Nagar","Jaipur","Vaishali Nagar","1","779","11","15","23","Furnished","North-East","Builder Floor","Rent","9486","","","Sunita Verma","+91-9543210987"
"Spacious 2BHK Apartment in Nirman Nagar","Jaipur","Nirman Nagar","2","1026","4","18","25","Furnished","South-East","Apartment","Buy","3197502","true","","Rahul Sharma","+91-9876543210"
"Luxurious 5BHK Villa in C Scheme","Jaipur","C Scheme","5","1320","4","12","20","Semi-Furnished","South-West","Villa","Buy","6974466","","","Sunita Verma","+91-9543210987"
"Spacious 2BHK Villa in Adarsh Nagar","Jaipur","Adarsh Nagar","2","1343","19","23","5","Unfurnished","East","Villa","Buy","5385754","","","Sunita Verma","+91-9543210987"
"Luxurious 4BHK Builder Floor in Civil Lines","Jaipur","Civil Lines","4","1343","14","19","4","Furnished","East","Builder Floor","Buy","8651183","","","Sunita Verma","+91-9543210987"
"Luxurious 4BHK Apartment in Ajmer Road","Jaipur","Ajmer Road","4","1230","20","23","14","Unfurnished","North-West","Apartment","Buy","4176280","true","","Amit Patel","+91-9654321098"
"Spacious 2BHK Studio in Nirman Nagar","Jaipur","Nirman Nagar","2","1124","1","2","23","Semi-Furnished","South","Studio","Buy","3616087","","","Amit Patel","+91-9654321098"
"Spacious 3BHK Independent House in Vaishali Nagar","Jaipur","Vaishali Nagar","3","1681","6","17","2","Furnished","South","Independent House","Buy","8651345","true","","Sunita Verma","+91-9543210987"
"Luxurious 5BHK Independent House in Bani Park","Jaipur","Bani Park","5","2487","","4","16","Furnished","North-East","Independent House","Rent","48930","","","Amit Patel","+91-9654321098"
"Spacious 3BHK Villa in Vaishali Nagar","Jaipur","Vaishali Nagar","3","909","2","5","19","Unfurnished","South","Villa","Rent","22455","","","Priya Singh","+91-9765432109"
"Cozy 1BHK Independent House in Jagatpura","Jaipur","Jagatpura","1","958","18","21","17","Semi-Furnished","North","Independent House","Buy","3013535","","","Rajesh Kumar","+91-9432109876"
"Spacious 2BHK Villa in Malviya Nagar","Jaipur","Malviya Nagar","2","1084","8","8","","Semi-Furnished","North-West","Villa","Buy","5645207","","","Sunita Verma","+91-9543210987"
"Luxurious 4BHK Apartment in Ajmer Road","Jaipur","Ajmer Road","4","1952","18","18","10","Semi-Furnished","North-East","Apartment","Buy","6674955","true","","Sunita Verma","+91-9543210987"
"Spacious 3BHK Studio in Vaishali Nagar","Jaipur","Vaishali Nagar","3","1266","16","26","9","Furnished","East","Studio","Rent","25917","","","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Studio in Adarsh Nagar","Jaipur","Adarsh Nagar","3","1012","3","17","6","Semi-Furnished","East","Studio","Rent","19440","","","Rajesh Kumar","+91-9432109876"
"Spacious 2BHK Independent House in Adarsh Nagar","Jaipur","Adarsh Nagar","2","713","5","16","7","Unfurnished","North-West","Independent House","Buy","2566265","true","","Amit Patel","+91-9654321098"
"Spacious 2BHK Villa in Nirman Nagar","Jaipur","Nirman Nagar","2","988","19","33","24","Unfurnished","West","Villa","Buy","2801040","true","","Sunita Verma","+91-9543210987"
"Cozy 1BHK Studio in Bani Park","Jaipur","Bani Park","1","647","5","15","25","Semi-Furnished","North-West","Studio","Rent","9225","true","","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Apartment in Bani Park","Jaipur","Bani Park","2","1211","10","14","11","Furnished","North-East","Apartment","Buy","6379964","true","","Priya Singh","+91-9765432109"
"Spacious 2BHK Villa in Sikar Road","Jaipur","Sikar Road","2","1361","2","4","4","Unfurnished","South-East","Villa","Buy","4733976","true","","Priya Singh","+91-9765432109"
"Spacious 2BHK Independent House in Raja Park","Jaipur","Raja Park","2","1027","5","11","6","Furnished","East","Independent House","Buy","4738645","","","Amit Patel","+91-9654321098"
"Cozy 1BHK Builder Floor in Ajmer Road","Jaipur","Ajmer Road","1","649","2","13","15","Furnished","South-West","Builder Floor","Buy","2218919","","","Sunita Verma","+91-9543210987"
"Luxurious 4BHK Builder Floor in Vaishali Nagar","Jaipur","Vaishali Nagar","4","1752","1","1","25","Unfurnished","South-East","Builder Floor","Rent","29710","true","","Priya Singh","+91-9765432109"
"Spacious 3BHK Villa in Sikar Road","Jaipur","Sikar Road","3","1748","12","17","23","Furnished","North-East","Villa","Buy","5024105","","","Priya Singh","+91-9765432109"
"Luxurious 4BHK Villa in C Scheme","Jaipur","C Scheme","4","1434","8","16","24","Furnished","South-East","Villa","Buy","7515012","true","","Amit Patel","+91-9654321098"
"Spacious 3BHK Studio in Vaishali Nagar","Jaipur","Vaishali Nagar","3","1142","8","10","7","Furnished","West","Studio","Buy","5953806","true","","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Apartment in Adarsh Nagar","Jaipur","Adarsh Nagar","2","1496","18","24","21","Furnished","South-West","Apartment","Rent","15211","true","","Rajesh Kumar","+91-9432109876"
"Luxurious 4BHK Villa in Sanganer","Jaipur","Sanganer","4","2085","5","18","8","Furnished","North-West","Villa","Buy","7542090","true","","Amit Patel","+91-9654321098"
"Spacious 3BHK Builder Floor in Sanganer","Jaipur","Sanganer","3","1014","18","30","18","Unfurnished","South-East","Builder Floor","Rent","14948","true","","Rahul Sharma","+91-9876543210"
"Luxurious 5BHK Villa in Vaishali Nagar","Jaipur","Vaishali Nagar","5","1957","15","15","5","Unfurnished","North-West","Villa","Rent","36757","true","true","Priya Singh","+91-9765432109"
"Spacious 2BHK Independent House in Vaishali Nagar","Jaipur","Vaishali Nagar","2","1361","2","10","19","Furnished","South-East","Independent House","Rent","18612","true","","Priya Singh","+91-9765432109"
"Luxurious 4BHK Villa in Jagatpura","Jaipur","Jagatpura","4","1257","2","9","24","Semi-Furnished","North-West","Villa","Rent","24933","true","","Sunita Verma","+91-9543210987"
"Luxurious 5BHK Apartment in Jagatpura","Jaipur","Jagatpura","5","1193","2","16","20","Unfurnished","South-East","Apartment","Buy","2913166","","","Amit Patel","+91-9654321098"
"Cozy 1BHK Builder Floor in Mansarovar","Jaipur","Mansarovar","1","662","14","22","5","Unfurnished","South-East","Builder Floor","Buy","2460147","true","","Rajesh Kumar","+91-9432109876"
"Cozy 1BHK Independent House in Adarsh Nagar","Jaipur","Adarsh Nagar","1","781","16","28","3","Semi-Furnished","North-West","Independent House","Rent","6281","","","Rajesh Kumar","+91-9432109876"
"Luxurious 4BHK Apartment in Civil Lines","Jaipur","Civil Lines","4","1653","17","32","22","Semi-Furnished","North","Apartment","Buy","8015952","","","Priya Singh","+91-9765432109"
"Spacious 2BHK Builder Floor in Malviya Nagar","Jaipur","Malviya Nagar","2","1251","15","22","11","Unfurnished","East","Builder Floor","Buy","5239851","true","","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Villa in Bani Park","Jaipur","Bani Park","3","1651","19","28","15","Unfurnished","North-East","Villa","Buy","7937458","","","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Apartment in Mansarovar","Jaipur","Mansarovar","3","1004","3","9","21","Semi-Furnished","West","Apartment","Buy","3247145","true","","Sunita Verma","+91-9543210987"
"Cozy 1BHK Independent House in C Scheme","Jaipur","C Scheme","1","575","17","32","13","Furnished","West","Independent House","Buy","3268404","true","","Rajesh Kumar","+91-9432109876"
"Spacious 2BHK Apartment in Shyam Nagar","Jaipur","Shyam Nagar","2","1186","10","11","","Unfurnished","North","Apartment","Buy","4681201","true","","Rajesh Kumar","+91-9432109876"
"Luxurious 5BHK Villa in Vaishali Nagar","Jaipur","Vaishali Nagar","5","2471","1","5","9","Unfurnished","North-West","Villa","Buy","10190270","true","","Rajesh Kumar","+91-9432109876"
"Spacious 2BHK Apartment in Sikar Road","Jaipur","Sikar Road","2","1009","10","20","23","Semi-Furnished","North","Apartment","Buy","2926766","","true","Sunita Verma","+91-9543210987"
"Spacious 3BHK Studio in Malviya Nagar","Jaipur","Malviya Nagar","3","1646","15","25","19","Unfurnished","West","Studio","Buy","6395764","true","","Amit Patel","+91-9654321098"
"Spacious 3BHK Villa in Tonk Road","Jaipur","Tonk Road","3","896","14","21","4","Semi-Furnished","South-West","Villa","Buy","3876546","true","true","Rahul Sharma","+91-9876543210"
"Cozy 1BHK Villa in Raja Park","Jaipur","Raja Park","1","691","","1","3","Furnished","North-West","Villa","Rent","8293","true","","Amit Patel","+91-9654321098"
"Luxurious 4BHK Independent House in Nirman Nagar","Jaipur","Nirman Nagar","4","1335","3","14","17","Unfurnished","South","Independent House","Rent","24794","true","true","Amit Patel","+91-9654321098"
"Spacious 3BHK Apartment in Mansarovar","Jaipur","Mansarovar","3","1680","1","16","4","Semi-Furnished","South","Apartment","Rent","22274","","","Amit Patel","+91-9654321098"
"Luxurious 5BHK Builder Floor in Malviya Nagar","Jaipur","Malviya Nagar","5","1327","14","14","18","Furnished","North-East","Builder Floor","Rent","43144","true","","Rajesh Kumar","+91-9432109876"
"Luxurious 4BHK Independent House in Civil Lines","Jaipur","Civil Lines","4","1645","1","5","21","Semi-Furnished","North-East","Independent House","Rent","37933","","true","Sunita Verma","+91-9543210987"
"Spacious 2BHK Independent House in Jagatpura","Jaipur","Jagatpura","2","999","17","25","9","Furnished","North-West","Independent House","Rent","12209","true","","Priya Singh","+91-9765432109"
"Spacious 3BHK Apartment in Shyam Nagar","Jaipur","Shyam Nagar","3","1475","18","33","21","Furnished","North-East","Apartment","Rent","19705","true","","Rajesh Kumar","+91-9432109876"
"Spacious 2BHK Builder Floor in Bani Park","Jaipur","Bani Park","2","1245","10","12","11","Furnished","South-East","Builder Floor","Buy","7105192","","","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Studio in Nirman Nagar","Jaipur","Nirman Nagar","2","1018","13","20","22","Semi-Furnished","West","Studio","Rent","12866","","","Priya Singh","+91-9765432109"
"Spacious 3BHK Apartment in Vaishali Nagar","Jaipur","Vaishali Nagar","3","1408","12","24","10","Unfurnished","South-East","Apartment","Rent","24631","true","","Amit Patel","+91-9654321098"
"Cozy 1BHK Builder Floor in C Scheme","Jaipur","C Scheme","1","687","19","24","9","Unfurnished","South-West","Builder Floor","Buy","4151800","true","","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Villa in Mansarovar","Jaipur","Mansarovar","2","1130","13","28","21","Unfurnished","North","Villa","Buy","3588511","","","Amit Patel","+91-9654321098"
"Luxurious 4BHK Apartment in Jagatpura","Jaipur","Jagatpura","4","1375","20","21","23","Unfurnished","South","Apartment","Buy","3755804","true","","Rajesh Kumar","+91-9432109876"
"Spacious 2BHK Apartment in Nirman Nagar","Jaipur","Nirman Nagar","2","905","","2","12","Semi-Furnished","West","Apartment","Buy","3389924","","","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Apartment in Adarsh Nagar","Jaipur","Adarsh Nagar","3","1102","9","9","10","Semi-Furnished","North-East","Apartment","Buy","3931029","true","true","Amit Patel","+91-9654321098"
"Cozy 1BHK Independent House in Raja Park","Jaipur","Raja Park","1","626","10","19","1","Unfurnished","North-East","Independent House","Buy","2777468","true","","Priya Singh","+91-9765432109"
"Spacious 3BHK Apartment in Mansarovar","Jaipur","Mansarovar","3","1326","2","8","7","Semi-Furnished","North-East","Apartment","Buy","5566291","","true","Rajesh Kumar","+91-9432109876"
"Luxurious 4BHK Villa in Vaishali Nagar","Jaipur","Vaishali Nagar","4","1717","18","28","18","Furnished","East","Villa","Buy","7726676","","true","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Builder Floor in Adarsh Nagar","Jaipur","Adarsh Nagar","2","1212","17","26","","Furnished","South-West","Builder Floor","Rent","13304","","","Priya Singh","+91-9765432109"
"Spacious 3BHK Apartment in Vaishali Nagar","Jaipur","Vaishali Nagar","3","1320","13","26","18","Semi-Furnished","East","Apartment","Rent","24402","","","Sunita Verma","+91-9543210987"
"Spacious 2BHK Apartment in Malviya Nagar","Jaipur","Malviya Nagar","2","1498","","7","2","Semi-Furnished","South","Apartment","Rent","16753","","","Rajesh Kumar","+91-9432109876"
"Cozy 1BHK Studio in Malviya Nagar","Jaipur","Malviya Nagar","1","936","3","5","19","Unfurnished","East","Studio","Rent","8120","true","true","Rahul Sharma","+91-9876543210"
"Luxurious 4BHK Villa in Adarsh Nagar","Jaipur","Adarsh Nagar","4","1912","14","28","20","Semi-Furnished","East","Villa","Rent","27245","","","Rahul Sharma","+91-9876543210"
"Luxurious 4BHK Builder Floor in Adarsh Nagar","Jaipur","Adarsh Nagar","4","1779","7","13","19","Unfurnished","North-East","Builder Floor","Buy","5180950","","","Priya Singh","+91-9765432109"
"Luxurious 5BHK Apartment in Jagatpura","Jaipur","Jagatpura","5","1431","","2","14","Semi-Furnished","North-West","Apartment","Rent","30529","","","Priya Singh","+91-9765432109"
"Spacious 3BHK Builder Floor in Civil Lines","Jaipur","Civil Lines","3","1292","7","19","23","Furnished","North-East","Builder Floor","Rent","29461","true","","Sunita Verma","+91-9543210987"
"Luxurious 4BHK Apartment in Civil Lines","Jaipur","Civil Lines","4","1919","9","19","10","Furnished","North-West","Apartment","Buy","10763674","true","","Sunita Verma","+91-9543210987"
"Cozy 1BHK Independent House in Civil Lines","Jaipur","Civil Lines","1","1100","15","18","17","Furnished","North","Independent House","Rent","11328","true","","Rahul Sharma","+91-9876543210"
"Luxurious 5BHK Independent House in Malviya Nagar","Jaipur","Malviya Nagar","5","1593","4","15","10","Furnished","South-West","Independent House","Rent","43404","true","true","Sunita Verma","+91-9543210987"
"Spacious 3BHK Independent House in Sikar Road","Jaipur","Sikar Road","3","1534","11","24","21","Unfurnished","South","Independent House","Rent","17856","true","","Priya Singh","+91-9765432109"
"Cozy 1BHK Builder Floor in Tonk Road","Jaipur","Tonk Road","1","973","17","17","2","Unfurnished","South-East","Builder Floor","Rent","6679","","","Amit Patel","+91-9654321098"
"Spacious 2BHK Villa in Malviya Nagar","Jaipur","Malviya Nagar","2","889","10","20","12","Furnished","West","Villa","Buy","4353490","true","","Priya Singh","+91-9765432109"
"Spacious 3BHK Builder Floor in Vaishali Nagar","Jaipur","Vaishali Nagar","3","1481","2","13","4","Unfurnished","South","Builder Floor","Buy","7309344","true","","Priya Singh","+91-9765432109"
